name,gender,birthday,actorID,id,occupation,death,nationality,net_worth,is_alive,age,height
yvonne strahovski,female,1982-07-30,10615,902,"['actor', 'voice_actor']",,au,12000000,True,41.0,1.76
sandra bullock,female,1964-07-26,10616,903,"['film_producer', 'actor', 'television_producer', 'entrepreneur', 'voice_actor']",,us,200000000,True,59.0,1.71
johnny depp,male,1963-06-09,10617,904,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",,us,150000000,True,60.0,1.78
sam worthington,male,1976-08-02,10618,905,"['actor', 'film_producer']",,au,30000000,True,47.0,1.78
michael shannon,male,1974-08-07,10619,906,"['actor', 'musician']",,us,8000000,True,49.0,1.9
luke wilson,male,1971-09-21,10620,907,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']",,us,50000000,True,52.0,1.83
seann william scott,male,1976-10-03,10621,908,"['actor', 'comedian', 'film_producer', 'voice_actor']",,us,25000000,True,47.0,1.8
seann william scott,male,1976-10-03,10622,909,"['actor', 'comedian', 'film_producer', 'voice_actor']",,us,25000000,True,47.0,1.8
tom hanks,male,1956-07-09,10623,910,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",,us,400000000,True,67.0,1.83
josh hutcherson,male,1992-10-12,10624,911,['actor'],,us,20000000,True,31.0,1.7
vin diesel,male,1967-07-18,10625,912,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",,us,225000000,True,56.0,1.82
jeremy sumpter,male,1989-02-05,10626,914,['actor'],,us,500000,True,35.0,1.88
daniel craig,male,1968-03-02,10627,915,"['actor', 'voice_actor']",,gb,160000000,True,56.0,1.78
tom hardy,male,1977-09-15,10628,916,['actor'],,gb,45000000,True,46.0,1.75
robert redford,male,1937-08-18,10629,917,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",,us,200000000,True,86.0,1.79
kevin hart,male,1979-07-06,10630,918,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",,us,200000000,True,44.0,1.63
kristen bell,female,1980-07-18,10631,919,"['actor', 'voice_actor', 'singer', 'film_producer']",,us,40000000,True,43.0,1.55
robert pattinson,male,1986-05-13,10632,921,"['model', 'musician', 'actor', 'film_producer']",,gb,100000000,True,37.0,1.85
jack black,male,1969-08-28,10633,923,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']",,us,50000000,True,54.0,1.68
thomas haden church,male,1960-06-17,10634,924,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",,us,20000000,True,63.0,1.83
russell crowe,male,1964-04-07,10635,925,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
scott adkins,male,1976-06-17,10636,926,"['actor', 'martial_artist', 'stunt_performer']",,gb,2000000,True,47.0,1.78
john cusack,male,1966-06-28,10637,927,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",,us,50000000,True,57.0,1.87
chris evans,male,1981-06-13,10638,929,"['actor', 'voice_actor', 'film_director', 'film_producer']",,us,80000000,True,42.0,1.84
chris evans,male,1966-04-01,10639,929,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",,gb,120000000,True,57.0,1.88
vinnie jones,male,1965-01-05,10640,930,"['actor', 'football_player', 'singer']",,gb,10000000,True,59.0,1.88
kuno becker,male,1978-01-14,10641,931,"['actor', 'musician']",,mx,8000000,True,46.0,1.75
jeffrey dean morgan,male,1966-07-22,10642,932,['actor'],,us,10000000,True,57.0,1.88
corey hawkins,,,10643,933,,,,3000000,,,
nat wolff,male,1994-12-17,10644,935,"['actor', 'musician', 'singer-songwriter', 'guitarist', 'keyboard_player', 'composer', 'film_score_composer']",,us,3000000,True,29.0,1.85
sean astin,male,1971-02-25,10645,936,"['actor', 'voice_actor', 'film_director', 'television_director', 'film_producer', 'screenwriter']",,us,10000000,True,53.0,1.7
robert de niro,male,1943-08-17,10646,937,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
sienna miller,female,1981-12-28,10647,941,"['actor', 'model', 'fashion_designer']",,us,18000000,True,42.0,1.65
kristen wiig,female,1973-08-22,10648,942,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",,us,25000000,True,50.0,1.65
ryan reynolds,male,1976-10-23,10649,943,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
matt damon,male,1970-10-08,10650,944,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",,us,170000000,True,53.0,1.78
parker posey,female,1968-11-08,10651,946,"['actor', 'singer']",,us,10000000,True,55.0,1.64
andy samberg,male,1978-08-18,10652,947,"['comedian', 'actor', 'musician', 'screenwriter', 'television_producer', 'television_director', 'lyricist', 'voice_actor', 'rapper', 'film_producer']",,us,20000000,True,45.0,1.77
zoe saldana,female,1978-06-19,10653,948,"['actor', 'voice_actor', 'film_producer']",,us,35000000,True,45.0,1.7
josh brolin,male,1968-02-12,10654,951,"['actor', 'stock_trader', 'film_producer']",,us,45000000,True,56.0,1.79
charlotte le bon,female,,10655,952,['actor'],,,4000000,,,
jason clarke,male,1969-07-17,10656,955,['actor'],,au,6000000,True,54.0,1.87
robert redford,male,1937-08-18,10657,956,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",,us,200000000,True,86.0,1.79
juno temple,female,1989-07-21,10658,958,['actor'],,gb,1000000,True,34.0,1.57
robert de niro,male,1943-08-17,10659,959,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
max minghella,male,1985-09-16,10660,960,['actor'],,gb,3000000,True,38.0,1.76
laura linney,female,1964-02-05,10661,961,"['actor', 'television_producer', 'singer', 'voice_actor']",,us,10000000,True,60.0,1.7
tobey maguire,male,1975-06-27,10662,962,"['actor', 'film_producer']",,us,75000000,True,48.0,1.75
robert de niro,male,1943-08-17,10663,963,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",,us,500000000,True,80.0,1.77
zac efron,male,1987-10-18,10664,964,"['actor', 'singer', 'voice_actor']",,us,25000000,True,36.0,1.73
stephen moyer,male,1969-10-11,10665,965,"['actor', 'television_director', 'film_producer']",,gb,10000000,True,54.0,1.78
thomas bangalter,male,1975-01-03,10666,966,"['composer', 'electronic_musician', 'bassist', 'keyboard_player', 'film_director', 'musician', 'cinematographer', 'screenwriter']",,fr,70000000,True,49.0,
tea leoni,female,1966-02-25,10667,967,"['actor', 'film_producer']",,us,50000000,True,58.0,1.7
patrick wilson,male,1973-07-03,10668,971,"['actor', 'singer', 'film_producer']",,us,7000000,True,50.0,1.85
bridgit mendler,female,1992-12-18,10669,974,"['actor', 'musician', 'singer-songwriter', 'voice_actor', 'record_producer']",,us,2000000,True,31.0,1.68
lynn collins,female,1977-05-16,10670,976,['actor'],,us,3000000,True,46.0,1.73
margarita levieva,female,1980-02-09,10671,978,"['actor', 'gymnast']",,us,3000000,True,44.0,1.68
simon pegg,male,1970-02-14,10672,979,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']",,gb,25000000,True,54.0,1.78
sigourney weaver,female,1949-10-08,10673,981,"['actor', 'voice_actor']",,us,60000000,True,74.0,1.82
vera farmiga,female,1973-08-06,10674,983,"['actor', 'film_director']",,us,10000000,True,50.0,1.65
nicole kidman,female,1967-06-20,10675,984,"['singer', 'actor', 'film_producer']",,au,250000000,True,56.0,1.8
mackenzie foy,female,2000-11-10,10676,986,"['actor', 'model']",,us,1000000,True,23.0,1.32
mark ronson,male,1975-09-04,10677,987,"['singer', 'disc_jockey', 'record_producer', 'musician', 'guitarist', 'artist', 'composer', 'actor', 'film_producer', 'music_producer']",,gb,20000000,True,48.0,1.78
gore vidal,male,1925-10-03,10678,989,"['writer', 'novelist', 'playwright', 'screenwriter', 'essayist', 'actor', 'journalist', 'author', 'politician']",2012-07-31,us,30000000,False,86.0,
kaya scodelario,female,1992-03-13,10679,990,"['actor', 'model']",,gb,1000000,True,32.0,1.68
paul rudd,male,1969-04-06,10680,991,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",,us,70000000,True,54.0,1.78
nolan bushnell,male,1943-02-05,10681,993,"['entrepreneur', 'businessperson', 'electrical_engineer', 'video_game_designer', 'writer']",,us,50000000,True,81.0,
seth macfarlane,male,1973-10-26,10682,994,"['actor', 'composer', 'animator', 'television_producer', 'voice_actor', 'comedian', 'singer', 'screenwriter', 'film_director', 'television_director']",,us,300000000,True,50.0,1.78
rachel weisz,female,1970-03-07,10683,995,"['actor', 'fashion_model', 'voice_actor']",,us,36000000,True,54.0,1.7
lori loughlin,female,1964-07-28,10684,997,"['actor', 'television_producer', 'model', 'screenwriter']",,us,70000000,True,59.0,1.68
kristen stewart,female,1990-04-09,10685,1001,['actor'],,us,70000000,True,33.0,1.65
jesse eisenberg,male,1983-10-05,10686,1003,"['actor', 'voice_actor', 'playwright']",,us,10000000,True,40.0,1.71
laura linney,female,1964-02-05,10687,1004,"['actor', 'television_producer', 'singer', 'voice_actor']",,us,10000000,True,60.0,1.7
brie larson,female,1989-10-01,10688,1005,"['actor', 'singer-songwriter', 'musician', 'screenwriter', 'poet', 'film_director']",,us,25000000,True,34.0,1.7
pierce brosnan,male,1953-05-16,10689,1006,"['actor', 'film_producer', 'businessperson', 'activist', 'artist', 'visual_artist', 'environmentalist']",,ie,200000000,True,70.0,1.88
rebecca hall,female,1982-05-19,10690,1007,['actor'],,gb,7000000,True,41.0,1.75
sandra bullock,female,1964-07-26,10691,1008,"['film_producer', 'actor', 'television_producer', 'entrepreneur', 'voice_actor']",,us,200000000,True,59.0,1.71
ed helms,male,1974-01-24,10692,1009,"['comedian', 'actor', 'voice_actor', 'television_producer', 'screenwriter', 'singer']",,us,25000000,True,50.0,1.83
henry cavill,male,1983-05-05,10693,1010,['actor'],,gb,40000000,True,40.0,1.85
ryan reynolds,male,1976-10-23,10694,1011,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
taylor kitsch,male,1981-04-08,10695,1013,"['actor', 'model']",,ca,10000000,True,42.0,1.83
kiernan shipka,female,1999-11-10,10696,1014,"['actor', 'child_actor']",,us,3000000,True,24.0,1.52
taissa farmiga,female,1994-08-17,10697,1016,['actor'],,us,1500000,True,29.0,1.68
chris evans,male,1981-06-13,10698,1017,"['actor', 'voice_actor', 'film_director', 'film_producer']",,us,80000000,True,42.0,1.84
chris evans,male,1966-04-01,10699,1017,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",,gb,120000000,True,57.0,1.88
kevin connolly,male,1974-03-05,10700,1018,"['actor', 'television_director', 'film_director', 'voice_actor']",,us,15000000,True,50.0,1.7
kevin bacon,male,1958-07-08,10701,1019,"['actor', 'musician', 'voice_actor', 'television_director', 'film_producer', 'film_score_composer']",,us,45000000,True,65.0,1.79
george clooney,male,1961-05-06,10702,1020,"['actor', 'film_producer', 'film_director', 'television_producer', 'television_director', 'voice_actor', 'screenwriter']",,us,500000000,True,62.0,1.8
chris pratt,male,1979-06-21,10703,1023,"['actor', 'singer']",,us,60000000,True,44.0,1.88
the rock dwayne johnson,male,1972-05-02,10704,1024,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']",,us,320000000,True,51.0,1.96
jason clarke,male,1969-07-17,10705,1025,['actor'],,au,6000000,True,54.0,1.87
olivia harrison,female,1948-05-18,10706,1026,"['actor', 'film_producer', 'author']",,mx,300000000,True,75.0,
rachel mcadams,female,1978-11-17,10707,1027,['actor'],,ca,16000000,True,45.0,1.63
yvon chouinard,male,1938-11-09,10708,1028,['mountaineer'],,us,1500000000,True,85.0,
john leguizamo,male,1964-07-22,10709,1029,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'comedian']",,co,25000000,True,59.0,1.73
tom hardy,male,1977-09-15,10710,1030,['actor'],,gb,45000000,True,46.0,1.75
tom cruise,male,1962-07-03,10711,1032,"['actor', 'film_producer', 'screenwriter', 'television_director']",,us,600000000,True,61.0,1.7
margot robbie,female,1990-07-02,10712,1033,['actor'],,au,26000000,True,33.0,1.68
nicolas cage,male,1964-01-07,10713,1034,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
uriah shelton,male,1997-03-10,10714,1035,"['actor', 'singer']",,us,2000000,True,27.0,1.68
john lone,male,1952-10-13,10715,1037,['actor'],,us,20000000,True,71.0,
bill hader,male,1978-06-07,10716,1038,"['actor', 'comedian', 'television_producer', 'screenwriter', 'voice_actor']",,us,12000000,True,45.0,1.85
orlando bloom,male,1977-01-13,10717,1040,['actor'],,gb,40000000,True,47.0,1.8
woody harrelson,male,1961-07-23,10718,1041,"['actor', 'businessperson', 'television_producer']",,us,70000000,True,62.0,1.78
mark ruffalo,male,1967-11-22,10719,1042,"['actor', 'film_producer', 'film_director', 'screenwriter']",,us,35000000,True,56.0,1.73
joel edgerton,male,1974-06-23,10720,1043,"['actor', 'screenwriter', 'film_producer', 'film_director', 'writer']",,au,3000000,True,49.0,1.8
josh hutcherson,male,1992-10-12,10721,1044,['actor'],,us,20000000,True,31.0,1.7
seth rogen,male,1982-04-15,10722,1045,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",,ca,80000000,True,41.0,1.8
tim roth,male,1961-05-14,10723,1046,"['actor', 'television_producer', 'film_director']",,gb,7000000,True,62.0,1.7
hilary swank,female,1974-07-30,10724,1047,"['actor', 'film_producer']",,us,60000000,True,49.0,1.68
rosemarie dewitt,female,1971-10-26,10725,1049,['actor'],,us,3000000,True,52.0,1.68
patton oswalt,male,1969-01-27,10726,1050,"['actor', 'film_producer', 'writer', 'voice_actor', 'television_producer', 'screenwriter', 'comedian']",,us,10000000,True,55.0,1.7
tilda swinton,female,1960-11-05,10727,1051,"['actor', 'film_producer', 'model', 'voice_actor', 'screenwriter']",,gb,10000000,True,63.0,1.79
zooey deschanel,female,1980-01-17,10728,1052,"['actor', 'musician', 'model', 'singer-songwriter', 'television_producer', 'voice_actor']",,us,25000000,True,44.0,1.68
patrick stewart,male,1940-07-13,10729,1053,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",,gb,70000000,True,83.0,1.78
patrick stewart,male,1940-07-13,10730,1054,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",,gb,70000000,True,83.0,1.78
ryan reynolds,male,1976-10-23,10731,1055,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
michael fassbender,male,1977-04-02,10732,1056,"['actor', 'film_producer', 'businessperson']",,de,40000000,True,46.0,1.83
patrick stewart,male,1940-07-13,10733,1057,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",,gb,70000000,True,83.0,1.78
patrick stewart,male,1940-07-13,10734,1058,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']",,gb,70000000,True,83.0,1.78
jeremy sisto,male,1974-10-06,10735,1060,"['actor', 'voice_actor', 'film_producer', 'screenwriter']",,us,6000000,True,49.0,1.87
jack mcbrayer,male,1973-05-27,10736,1063,"['comedian', 'actor', 'voice_actor']",,us,6000000,True,50.0,1.79
robin williams,male,1951-07-21,10737,1064,"['actor', 'screenwriter', 'voice_actor', 'stand-up_comedian', 'comedian', 'film_producer']",2014-08-11,us,50000000,False,63.0,1.7
mireille enos,female,1975-09-22,10738,1065,['actor'],,us,10000000,True,48.0,1.57
nicolas cage,male,1964-01-07,10739,1066,"['actor', 'film_producer', 'voice_actor', 'television_producer']",,us,25000000,True,60.0,1.83
juliette binoche,female,1964-03-09,10740,1067,"['actor', 'artist', 'author', 'dancer', 'poet', 'designer', 'visual_artist', 'voice_actor']",,fr,20000000,True,60.0,1.68
nathan fillion,male,1971-03-27,10741,1068,"['actor', 'voice_actor']",,ca,18000000,True,52.0,1.87
matt smith,male,1982-10-28,10742,1069,"['actor', 'film_director']",,gb,9000000,True,41.0,1.81
ryan reynolds,male,1976-10-23,10743,1070,"['actor', 'voice_actor', 'film_producer']",,ca,150000000,True,47.0,1.88
zach braff,male,1975-04-06,10744,1073,"['actor', 'film_director', 'voice_actor', 'television_producer', 'television_director', 'screenwriter', 'film_producer']",,us,20000000,True,48.0,1.83
russell crowe,male,1964-04-07,10745,1074,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",,nz,100000000,True,59.0,1.82
john hawkes,male,1959-09-11,10746,1075,"['actor', 'musician']",,us,4000000,True,64.0,1.78
jim cummings,male,1952-11-03,10747,1076,"['voice_actor', 'singer', 'actor']",,us,10000000,True,71.0,1.73
peter stormare,male,1953-08-27,10748,1077,"['actor', 'theatre_director', 'playwright', 'musician', 'voice_actor', 'film_producer', 'television_producer']",,se,5000000,True,70.0,1.89
paul giamatti,male,1967-06-06,10749,1078,"['actor', 'film_producer', 'voice_actor']",,us,25000000,True,56.0,1.74
paul bettany,male,1971-05-27,10750,1079,"['actor', 'voice_actor', 'guitarist', 'film_producer', 'film_director', 'screenwriter']",,gb,50000000,True,52.0,1.91
natasha richardson,female,1963-05-11,10751,1080,"['actor', 'film_producer']",2009-03-18,us,15000000,False,45.0,1.72
reese witherspoon,female,1976-03-22,10752,1081,"['actor', 'film_producer', 'businessperson', 'voice_actor']",,us,200000000,True,47.0,1.56
