name,gender,birthday,occupation,age,height,death,nationality,net_worth,is_alive
famke janssen,female,1965-11-05,"['model', 'actor', 'film_director', 'screenwriter', 'film_producer']",58,1.82,,nl,20000000,True
rip torn,male,1931-02-06,"['actor', 'voice_actor', 'film_director', 'film_producer']",88,1.78,2019-07-09,us,5000000,False
jason sudeikis,male,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",48,1.85,,us,20000000,True
rebecca hall,female,1982-05-19,['actor'],41,1.75,,gb,7000000,True
michael gambon,male,1940-10-19,"['actor', 'engineer', 'voice_actor']",83,1.83,,ie,15000000,True
romola garai,female,1982-08-06,"['actor', 'model']",41,1.75,,cn,2000000,True
ashton kutcher,male,1978-02-07,"['model', 'actor', 'screenwriter', 'entrepreneur', 'comedian', 'television_producer', 'presenter', 'voice_actor', 'film_producer']",46,1.89,,us,200000000,True
kathy bates,female,1948-06-28,"['actor', 'voice_actor', 'television_director', 'film_director', 'singer', 'film_score_composer']",75,1.6,,us,32000000,True
michelle pfeiffer,female,1958-04-29,['actor'],65,1.71,,us,250000000,True
jennifer lawrence,female,1990-08-15,"['actor', 'model', 'film_producer']",33,1.75,,us,160000000,True
josh hutcherson,male,1992-10-12,['actor'],31,1.7,,us,20000000,True
albert brooks,male,1947-07-22,"['comedian', 'actor', 'screenwriter', 'film_director', 'television_director', 'voice_actor']",76,1.78,,us,28000000,True
alec baldwin,male,1958-04-03,"['actor', 'television_producer', 'film_producer', 'voice_actor', 'author', 'comedian']",65,1.83,,us,60000000,True
will smith,male,1968-09-25,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",55,1.88,,us,350000000,True
will smith (nfl),male,1981-07-04,['american_football_player'],42,1.91,,us,13000000,True
mark wahlberg,male,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",52,1.73,,us,300000000,True
will ferrell,male,1967-07-16,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']",56,1.91,,us,160000000,True
paz de la huerta,female,1984-09-03,"['model', 'actor']",39,1.73,,us,4000000,True
kat dennings,female,1986-06-13,['actor'],37,1.64,,us,25000000,True
michael cera,male,1988-06-07,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",35,1.75,,ca,20000000,True
berry gordy,male,1929-11-28,"['entrepreneur', 'record_producer', 'songwriter', 'businessperson', 'film_producer', 'television_producer', 'musician', 'music_executive']",94,,,us,400000000,True
bruce greenwood,male,1956-08-12,"['actor', 'voice_actor', 'musician']",67,1.8,,ca,10000000,True
david crowder,,,,,,,,6000000,
anne hathaway,female,1982-11-12,"['actor', 'voice_actor']",41,1.73,,us,60000000,True
james mcavoy,male,1979-04-21,"['actor', 'voice_actor']",44,1.7,,gb,17000000,True
jennifer jason leigh,female,1962-02-05,"['actor', 'voice_actor', 'film_producer', 'screenwriter']",62,1.6,,us,5000000,True
kurt russell,male,1951-03-17,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",73,1.8,,us,100000000,True
amy poehler,female,1971-09-16,"['actor', 'screenwriter', 'comedian', 'television_producer', 'voice_actor', 'television_director']",52,1.57,,us,25000000,True
maya rudolph,female,1972-07-27,"['actor', 'comedian', 'singer', 'voice_actor']",51,1.7,,us,10000000,True
tina fey,female,1970-05-18,"['writer', 'actor', 'comedian', 'voice_actor', 'screenwriter', 'television_producer', 'musician']",53,1.64,,us,75000000,True
james corden,male,1978-08-22,"['actor', 'presenter', 'television_producer', 'screenwriter', 'comedian', 'singer', 'songwriter', 'voice_actor']",45,1.73,,gb,30000000,True
nicholas hoult,male,1989-12-07,"['actor', 'model', 'voice_actor']",34,1.9,,gb,8000000,True
jeff bennett,male,1962-10-02,"['singer', 'voice_actor']",61,,,us,5000000,True
john malkovich,male,1953-12-09,"['actor', 'fashion_designer', 'film_director', 'businessperson', 'voice_actor', 'film_producer', 'screenwriter']",70,1.83,,us,25000000,True
christian bale,male,1974-01-30,"['actor', 'voice_actor']",50,1.83,,gb,120000000,True
steve carell,male,1962-08-16,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",61,1.75,,us,80000000,True
jared leto,male,1971-12-26,"['actor', 'musician', 'singer-songwriter', 'composer', 'film_producer', 'photographer', 'painter', 'businessperson', 'film_director', 'philanthropist']",52,1.75,,us,90000000,True
john travolta,male,1954-02-18,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",70,1.88,,us,250000000,True
salma hayek,female,1966-09-02,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",57,1.57,,mx,200000000,True
alex jennings,male,1957-05-10,['actor'],66,1.88,,gb,5000000,True
jim broadbent,male,1949-05-24,"['actor', 'voice_actor', 'screenwriter']",74,1.87,,gb,5000000,True
maggie smith,female,,,,,,,18000000,
rachel weisz,female,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",54,1.7,,us,36000000,True
tom hiddleston,male,1981-02-09,"['actor', 'voice_actor']",43,1.87,,gb,25000000,True
ewan mcgregor,male,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",52,1.79,,gb,25000000,True
hugh jackman,male,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",55,1.88,,au,180000000,True
michelle williams (destiny's child),female,1979-07-23,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",44,1.75,,us,10000000,True
michelle williams,female,1980-09-09,['actor'],43,1.63,,us,30000000,True
noah schnapp,,,,,,,,3000000,
daniel radcliffe,male,1989-07-23,['actor'],34,1.65,,gb,110000000,True
james mcavoy,male,1979-04-21,"['actor', 'voice_actor']",44,1.7,,gb,17000000,True
laurence fishburne,male,1961-07-30,"['actor', 'playwright', 'film_producer', 'film_director', 'voice_actor', 'screenwriter']",62,1.84,,us,30000000,True
thomas jane,male,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",55,1.8,,us,16000000,True
elon musk,male,1971-06-28,"['aerospace_engineer', 'engineer', 'entrepreneur', 'investor', 'designer', 'businessperson', 'inventor', 'film_producer']",52,1.88,,za,160000000000,True
billy bob thornton,male,1955-08-04,"['actor', 'musician', 'screenwriter', 'film_director', 'voice_actor', 'singer-songwriter', 'film_producer']",68,1.83,,us,45000000,True
halle berry,female,1966-08-14,"['actor', 'model', 'voice_actor', 'film_producer', 'television_producer']",57,1.66,,us,90000000,True
judy davis,female,1955-04-23,['actor'],68,1.65,,au,5000000,True
kate winslet,female,1975-10-05,"['actor', 'singer', 'voice_actor']",48,1.69,,gb,65000000,True
ben stiller,male,1965-11-30,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",58,1.7,,us,200000000,True
owen wilson,male,1968-11-18,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",55,1.79,,us,70000000,True
chris hemsworth,male,1983-08-11,['actor'],40,1.9,,au,130000000,True
cillian murphy,male,1976-05-25,"['actor', 'musician']",47,1.75,,ie,20000000,True
roger allam,male,1953-10-26,['actor'],70,1.82,,gb,5000000,True
domhnall gleeson,male,1983-05-12,"['actor', 'screenwriter', 'film_director']",40,1.85,,ie,7000000,True
saoirse ronan,female,1994-04-12,['actor'],29,1.68,,us,7000000,True
cate blanchett,female,1969-05-14,"['actor', 'film_producer', 'voice_actor']",54,1.74,,au,95000000,True
rooney mara,female,1985-04-17,['actor'],38,1.6,,us,16000000,True
sarah paulson,female,1974-12-17,['actor'],49,1.68,,us,12000000,True
seth rogen,male,1982-04-15,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",41,1.8,,ca,80000000,True
alicia vikander,female,1988-10-03,"['actor', 'dancer']",35,1.66,,se,8000000,True
amber heard,female,1986-04-22,"['actor', 'model']",37,1.73,,us,8000000,True
eddie redmayne,male,1982-01-06,"['actor', 'model', 'singer']",42,1.8,,gb,4000000,True
brie larson,female,1989-10-01,"['actor', 'singer-songwriter', 'musician', 'screenwriter', 'poet', 'film_director']",34,1.7,,us,25000000,True
les claypool,male,1963-09-29,"['singer', 'songwriter', 'musician', 'record_producer', 'author', 'actor', 'bassist', 'film_score_composer', 'writer', 'film_director']",60,1.88,,us,15000000,True
om puri,male,1948-10-18,['actor'],75,1.78,,in,20000000,True
samantha morton,female,1977-05-13,"['actor', 'film_director', 'voice_actor']",46,1.6,,gb,10000000,True
tim robbins,male,1958-10-16,"['actor', 'musician', 'screenwriter', 'activist', 'film_director', 'film_producer', 'voice_actor']",65,1.96,,us,70000000,True
troy baker,male,1976-04-01,"['actor', 'voice_actor', 'musician', 'guitarist']",47,1.91,,us,6000000,True
dane dehaan,male,1986-02-06,['actor'],38,1.7,,us,750000,True
james hetfield,male,1963-08-03,"['singer', 'musician', 'songwriter', 'guitarist', 'record_producer', 'actor', 'film_producer']",60,1.85,,us,300000000,True
jason beghe,male,1960-03-12,"['actor', 'model']",64,,,us,9000000,True
paul haggis,male,1953-03-10,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",71,1.83,,ca,60000000,True
elizabeth banks,female,1974-02-10,"['actor', 'film_director', 'film_producer', 'voice_actor']",50,1.65,,us,50000000,True
michael rooker,male,1955-04-06,"['actor', 'voice_actor']",68,1.78,,us,8000000,True
nathan fillion,male,1971-03-27,"['actor', 'voice_actor']",52,1.87,,ca,18000000,True
sylvester stallone,male,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",77,1.77,,us,400000000,True
robert sheehan,male,1988-01-07,"['actor', 'voice_actor']",36,1.83,,ie,2000000,True
ron perlman,male,1950-04-13,"['actor', 'voice_actor', 'comedian']",73,1.85,,us,15000000,True
rupert grint,male,1988-08-24,['actor'],35,1.73,,gb,50000000,True
aaron eckhart,male,1968-03-12,"['actor', 'film_producer']",56,1.83,,us,16000000,True
finn wittrock,,,,,,,,5000000,
robin tunney,female,1972-06-19,['actor'],51,1.62,,us,8000000,True
mark ruffalo,male,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",56,1.73,,us,35000000,True
michael keaton,male,1951-09-05,"['actor', 'dancer', 'singer', 'comedian', 'voice_actor']",72,1.78,,us,40000000,True
rachel mcadams,female,1978-11-17,['actor'],45,1.63,,ca,16000000,True
colin farrell,male,1976-05-31,"['actor', 'film_producer']",47,1.78,,ie,80000000,True
rachel weisz,female,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",54,1.7,,us,36000000,True
chiwetel ejiofor,male,1977-07-10,"['actor', 'film_director', 'screenwriter']",46,1.78,,gb,12000000,True
nicole kidman,female,1967-06-20,"['singer', 'actor', 'film_producer']",56,1.8,,au,250000000,True
christopher guest,male,1948-02-05,"['screenwriter', 'composer', 'musician', 'film_director', 'actor', 'comedian', 'television_producer', 'television_director', 'film_score_composer', 'film_producer']",76,1.8,,us,60000000,True
eugene levy,male,1946-12-17,"['actor', 'television_director', 'screenwriter', 'comedian', 'musician', 'voice_actor', 'songwriter', 'film_producer', 'film_director']",77,1.78,,ca,20000000,True
michael mckean,male,1947-10-17,"['comedian', 'actor', 'musician', 'screenwriter', 'film_score_composer', 'television_producer', 'singer-songwriter', 'television_director', 'voice_actor']",76,1.83,,us,12000000,True
bill moseley,male,1951-11-11,"['actor', 'musician', 'journalist', 'singer', 'voice_actor']",72,1.83,,us,2000000,True
sheri moon zombie,female,1970-09-26,"['actor', 'fashion_designer', 'dancer', 'model']",53,1.78,,us,5000000,True
sid haig,male,1939-07-14,"['actor', 'hypnotherapist', 'drummer']",80,1.93,2019-09-21,us,1500000,False
frances mcdormand,female,1957-06-23,"['actor', 'singer', 'voice_actor']",66,1.65,,us,30000000,True
jeffrey wright,male,1965-12-07,['actor'],58,1.8,,us,8000000,True
john travolta,male,1954-02-18,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",70,1.88,,us,250000000,True
samantha mathis,female,1970-05-12,['actor'],53,1.65,,us,4000000,True
thomas jane,male,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",55,1.8,,us,16000000,True
bryan cranston,male,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",68,1.79,,us,40000000,True
diane lane,female,1965-01-22,['actor'],59,1.7,,us,40000000,True
helen mirren,female,1945-07-26,"['actor', 'voice_actor', 'film_producer']",78,1.63,,gb,100000000,True
kate winslet,female,1975-10-05,"['actor', 'singer', 'voice_actor']",48,1.69,,gb,65000000,True
michael fassbender,male,1977-04-02,"['actor', 'film_producer', 'businessperson']",46,1.83,,de,40000000,True
seth rogen,male,1982-04-15,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",41,1.8,,ca,80000000,True
masako nozawa,female,1936-10-25,"['actor', 'voice_actor', 'singer']",87,1.57,,jp,20000000,True
antonio banderas,male,1960-08-10,"['actor', 'voice_actor', 'film_producer', 'film_director', 'businessperson', 'singer', 'dancer', 'guitarist']",63,1.74,,es,50000000,True
rodrigo santoro,male,1975-08-22,"['actor', 'voice_actor']",48,1.9,,br,10000000,True
matthew broderick,male,1962-03-21,"['actor', 'voice_actor', 'film_director', 'singer']",61,1.73,,us,200000000,True
nathan lane,male,1956-02-03,"['actor', 'writer', 'singer', 'voice_actor', 'comedian']",68,1.65,,us,18000000,True
allan hawco,male,1977-07-28,"['actor', 'television_producer', 'film_producer', 'screenwriter']",46,1.78,,ca,10000000,True
rossif sutherland,male,1978-09-25,['actor'],45,1.96,,ca,4000000,True
chris cornell,male,1964-07-20,"['singer', 'songwriter', 'singer-songwriter', 'musician', 'guitarist', 'businessperson', 'chef', 'restaurateur']",52,1.9,2017-05-17,us,60000000,False
chuck d,male,1960-08-01,"['record_producer', 'musician', 'rapper', 'publisher', 'actor', 'author', 'film_score_composer', 'political_activist', 'film_producer', 'teacher']",63,1.75,,us,14000000,True
julia garner,female,1994-02-01,['actor'],30,,,us,3000000,True
lily tomlin,female,1939-09-01,"['actor', 'comedian', 'television_producer', 'film_producer', 'screenwriter', 'stand-up_comedian', 'theatrical_producer', 'writer', 'voice_actor']",84,1.73,,us,15000000,True
marcia gay harden,female,1959-08-14,"['actor', 'voice_actor']",64,1.64,,us,16000000,True
austin nichols,male,1980-04-24,"['actor', 'film_director', 'athlete']",43,1.91,,us,4000000,True
derek luke,male,1974-04-24,['actor'],49,1.78,,us,5000000,True
josh lucas,male,1971-06-20,"['actor', 'film_producer', 'cinematographer', 'voice_actor']",52,1.82,,us,8000000,True
alan tudyk,male,1971-03-16,"['actor', 'voice_actor']",53,1.83,,us,2000000,True
sarah snook,female,1987,['actor'],,,,au,3000000,
shane jacobson,male,,['actor'],,1.85,,au,2000000,
dominic cooper,male,1978-06-02,"['actor', 'voice_actor']",45,1.77,,gb,5000000,True
drew barrymore,female,1975-02-22,"['actor', 'television_producer', 'model', 'film_director', 'screenwriter', 'author', 'film_producer', 'voice_actor']",49,1.63,,us,125000000,True
toni collette,female,1972-11-01,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",51,1.73,,au,18000000,True
hal holbrook,male,1925-02-17,"['actor', 'voice_actor', 'television_director']",99,1.85,,us,5000000,True
ray mckinnon,male,1957-11-15,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer']",66,1.88,,us,4000000,True
walton goggins,male,1971-11-10,"['actor', 'film_producer']",52,1.78,,us,10000000,True
marion cotillard,female,1975-09-30,"['actor', 'singer', 'model', 'singer-songwriter']",48,1.69,,fr,40000000,True
michael fassbender,male,1977-04-02,"['actor', 'film_producer', 'businessperson']",46,1.83,,de,40000000,True
michael caton,male,1943-07-21,"['presenter', 'actor']",80,,,au,3000000,True
ellen page,,1987-02-21,"['actor', 'voice_actor']",37,1.55,,ca,12000000,True
julianne moore,female,1960-12-03,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]",63,1.6,,us,50000000,True
steve carell,male,1962-08-16,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",61,1.75,,us,80000000,True
liam neeson,male,1952-06-07,"['actor', 'voice_actor']",71,1.93,,us,145000000,True
salma hayek,female,1966-09-02,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",57,1.57,,mx,200000000,True
ben foster,male,1980-10-29,"['actor', 'film_producer']",43,1.75,,us,12000000,True
chris o'dowd,male,1979-10-09,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_director']",44,1.91,,ie,6000000,True
guillaume canet,male,1973-04-10,"['actor', 'film_director', 'screenwriter', 'film_producer', 'entrepreneur']",50,1.8,,fr,10000000,True
keira knightley,female,1985-03-26,"['actor', 'model', 'voice_actor']",38,1.7,,gb,80000000,True
carey mulligan,female,1985-05-28,"['actor', 'singer']",38,1.7,,gb,16000000,True
helena bonham carter,female,1966-05-26,"['actor', 'singer', 'voice_actor']",57,1.57,,gb,60000000,True
anjelica huston,female,1951-07-08,"['actor', 'model', 'voice_actor', 'film_director', 'film_producer']",72,1.78,,us,50000000,True
clint eastwood,male,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",93,1.93,,us,375000000,True
jeff daniels,male,1955-02-19,"['actor', 'musician', 'playwright', 'film_director', 'screenwriter', 'songwriter']",69,1.91,,us,45000000,True
rose leslie,female,1987-02-09,['actor'],37,1.68,,gb,4000000,True
vin diesel,male,1967-07-18,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",56,1.82,,us,225000000,True
jason o'mara,male,1972-08-06,['actor'],51,1.81,,ie,5000000,True
yvonne strahovski,female,1982-07-30,"['actor', 'voice_actor']",41,1.76,,au,12000000,True
anthony mackie,male,1978-09-23,"['actor', 'entrepreneur']",45,1.78,,us,8000000,True
billy bob thornton,male,1955-08-04,"['actor', 'musician', 'screenwriter', 'film_director', 'voice_actor', 'singer-songwriter', 'film_producer']",68,1.83,,us,45000000,True
sandra bullock,female,1964-07-26,"['film_producer', 'actor', 'television_producer', 'entrepreneur', 'voice_actor']",59,1.71,,us,200000000,True
benedict cumberbatch,male,1976-07-19,"['actor', 'voice_actor']",47,1.83,,gb,40000000,True
johnny depp,male,1963-06-09,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",60,1.78,,us,150000000,True
brit marling,,,,,,,,4000000,
hailee steinfeld,female,1996-12-11,['actor'],27,1.7,,us,10000000,True
sam worthington,male,1976-08-02,"['actor', 'film_producer']",47,1.78,,au,30000000,True
andrew garfield,male,1983-08-20,['actor'],40,1.79,,us,13000000,True
michael shannon,male,1974-08-07,"['actor', 'musician']",49,1.9,,us,8000000,True
gabriel macht,male,1972-01-22,"['actor', 'television_producer']",52,1.84,,us,8000000,True
giovanni ribisi,male,1974-12-17,"['actor', 'voice_actor', 'film_producer']",49,1.71,,us,20000000,True
luke wilson,male,1971-09-21,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']",52,1.83,,us,50000000,True
alyson hannigan,female,1974-03-24,['actor'],49,1.65,,us,40000000,True
jason biggs,male,1978-05-12,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'musician']",45,1.78,,us,18000000,True
seann william scott,male,1976-10-03,"['actor', 'comedian', 'film_producer', 'voice_actor']",47,1.8,,us,25000000,True
jason biggs,male,1978-05-12,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'musician']",45,1.78,,us,18000000,True
seann william scott,male,1976-10-03,"['actor', 'comedian', 'film_producer', 'voice_actor']",47,1.8,,us,25000000,True
mark rylance,male,1960-01-18,"['actor', 'theatre_director', 'playwright']",64,1.73,,gb,10000000,True
tom hanks,male,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",67,1.83,,us,400000000,True
benicio del toro,male,1967-02-19,"['actor', 'film_producer', 'film_director']",57,1.85,,pr,45000000,True
josh hutcherson,male,1992-10-12,['actor'],31,1.7,,us,20000000,True
giovanni ribisi,male,1974-12-17,"['actor', 'voice_actor', 'film_producer']",49,1.71,,us,20000000,True
nia long,female,1970-10-30,"['actor', 'music_video_director', 'dancer', 'voice_actor']",53,1.57,,us,6000000,True
vin diesel,male,1967-07-18,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",56,1.82,,us,225000000,True
james corden,male,1978-08-22,"['actor', 'presenter', 'television_producer', 'screenwriter', 'comedian', 'singer', 'songwriter', 'voice_actor']",45,1.73,,gb,30000000,True
jason isaacs,male,1963-06-06,"['actor', 'television_producer', 'voice_actor']",60,1.8,,gb,12000000,True
jeremy sumpter,male,1989-02-05,['actor'],35,1.88,,us,500000,True
christoph waltz,male,1956-10-04,['actor'],67,1.7,,de,30000000,True
daniel craig,male,1968-03-02,"['actor', 'voice_actor']",56,1.78,,gb,160000000,True
emily browning,female,1988-12-07,"['actor', 'model', 'singer']",35,1.55,,au,8000000,True
taron egerton,,,,,,,,6000000,
tom hardy,male,1977-09-15,['actor'],46,1.75,,gb,45000000,True
cate blanchett,female,1969-05-14,"['actor', 'film_producer', 'voice_actor']",54,1.74,,au,95000000,True
dennis quaid,male,1954-04-09,"['actor', 'musician', 'television_producer', 'voice_actor']",69,1.83,,us,30000000,True
robert redford,male,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",86,1.79,,us,200000000,True
kevin hart,male,1979-07-06,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",44,1.63,,us,200000000,True
idina menzel,female,1971-05-30,"['singer', 'actor', 'songwriter', 'voice_actor']",52,1.63,,us,16000000,True
kristen bell,female,1980-07-18,"['actor', 'voice_actor', 'singer', 'film_producer']",43,1.55,,us,40000000,True
james blake,male,1988-09-26,"['record_producer', 'singer-songwriter', 'musician']",35,1.96,,gb,8000000,True
james blake,male,1979-12-28,['tennis_player'],44,1.85,,us,8000000,True
dane dehaan,male,1986-02-06,['actor'],38,1.7,,us,750000,True
robert pattinson,male,1986-05-13,"['model', 'musician', 'actor', 'film_producer']",37,1.85,,gb,100000000,True
dylan minnette,male,1996-12-29,"['actor', 'musician', 'singer']",27,1.73,,us,3000000,True
jack black,male,1969-08-28,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']",54,1.68,,us,50000000,True
josh wiggins,male,,['actor'],,,,,500000,
thomas haden church,male,1960-06-17,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",63,1.83,,us,20000000,True
aaron paul,male,1979-08-27,"['actor', 'voice_actor']",44,1.73,,us,20000000,True
amanda seyfried,female,1985-12-03,"['actor', 'singer', 'model']",38,1.61,,us,12000000,True
russell crowe,male,1964-04-07,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",59,1.82,,nz,100000000,True
scott adkins,male,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",47,1.78,,gb,2000000,True
adrien brody,male,1973-04-14,"['actor', 'film_producer', 'voice_actor']",50,1.85,,us,16000000,True
jackie chan,male,1954-04-07,"['actor', 'film_producer', 'film_director', 'stunt_performer', 'screenwriter', 'martial_artist', 'singer', 'television_producer', 'entrepreneur', 'comedian']",69,1.74,,hk,400000000,True
john cusack,male,1966-06-28,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",57,1.87,,us,50000000,True
rob lowe,male,1964-03-17,"['actor', 'television_producer']",60,1.8,,us,100000000,True
alice eve,female,1982-02-06,['actor'],42,1.66,,gb,6000000,True
chris evans,male,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",42,1.84,,us,80000000,True
chris evans,male,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",57,1.88,,gb,120000000,True
steve austin,male,1964-12-18,"['wrestler', 'actor', 'film_producer', 'television_producer']",59,1.88,,us,30000000,True
vinnie jones,male,1965-01-05,"['actor', 'football_player', 'singer']",59,1.88,,gb,10000000,True
alessandro nivola,male,1972-06-28,['actor'],51,1.75,,us,3000000,True
kuno becker,male,1978-01-14,"['actor', 'musician']",46,1.75,,mx,8000000,True
abbie cornish,female,1982-08-07,"['actor', 'model', 'voice_actor']",41,1.73,,au,8000000,True
anthony hopkins,male,1937-12-31,"['actor', 'film_score_composer', 'musician', 'film_director']",86,1.74,,us,160000000,True
jeffrey dean morgan,male,1966-07-22,['actor'],57,1.88,,us,10000000,True
corey hawkins,,,,,,,,3000000,
anthony edwards,male,1962-07-19,"['actor', 'film_producer', 'television_director']",61,1.88,,us,40000000,True
jim gaffigan,male,1966-07-07,"['actor', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_producer', 'writer', 'author']",57,1.83,,us,30000000,True
emma roberts,female,1991-02-10,"['singer', 'actor', 'model', 'voice_actor']",33,1.57,,us,25000000,True
mickey rourke,male,1952-09-16,"['actor', 'professional_boxer', 'screenwriter']",71,1.8,,us,10000000,True
nat wolff,male,1994-12-17,"['actor', 'musician', 'singer-songwriter', 'guitarist', 'keyboard_player', 'composer', 'film_score_composer']",29,1.85,,us,3000000,True
sean astin,male,1971-02-25,"['actor', 'voice_actor', 'film_director', 'television_director', 'film_producer', 'screenwriter']",53,1.7,,us,10000000,True
anne hathaway,female,1982-11-12,"['actor', 'voice_actor']",41,1.73,,us,60000000,True
rene russo,female,1954-02-17,"['actor', 'model']",70,1.73,,us,40000000,True
robert de niro,male,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",80,1.77,,us,500000000,True
charlotte rampling,female,1946-02-05,"['actor', 'model']",78,1.7,,gb,15000000,True
ben kingsley,male,1943-12-31,"['actor', 'voice_actor']",80,1.73,,gb,60000000,True
bradley cooper,male,1975-01-05,"['actor', 'film_producer']",49,1.85,,us,100000000,True
daniel bruhl,male,1978-06-16,['actor'],45,1.76,,de,4000000,True
sienna miller,female,1981-12-28,"['actor', 'model', 'fashion_designer']",42,1.65,,us,18000000,True
alexander skarsgard,male,1976-08-25,"['actor', 'film_director']",47,1.94,,se,12000000,True
kristen wiig,female,1973-08-22,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",50,1.65,,us,25000000,True
emma stone,female,1988-11-06,"['actor', 'voice_actor', 'model']",35,1.68,,us,30000000,True
jeff daniels,male,1955-02-19,"['actor', 'musician', 'playwright', 'film_director', 'screenwriter', 'songwriter']",69,1.91,,us,45000000,True
ryan reynolds,male,1976-10-23,"['actor', 'voice_actor', 'film_producer']",47,1.88,,ca,150000000,True
jessica chastain,female,1977-03-24,"['actor', 'film_producer']",46,1.63,,us,40000000,True
kristen wiig,female,1973-08-22,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",50,1.65,,us,25000000,True
matt damon,male,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",53,1.78,,us,170000000,True
emma stone,female,1988-11-06,"['actor', 'voice_actor', 'model']",35,1.68,,us,30000000,True
joaquin phoenix,male,1974-10-28,"['actor', 'film_producer', 'television_producer', 'musician', 'music_video_director', 'social_activist']",49,1.73,,us,50000000,True
parker posey,female,1968-11-08,"['actor', 'singer']",55,1.64,,us,10000000,True
