height,is_alive,nationality,net_worth,birthday,occupation,gender,name,age,death
1.82,True,nl,20000000,1965-11-05,"['model', 'actor', 'film_director', 'screenwriter', 'film_producer']",female,famke janssen,58,
1.78,False,us,5000000,1931-02-06,"['actor', 'voice_actor', 'film_director', 'film_producer']",male,rip torn,88,2019-07-09
1.85,True,us,20000000,1975-09-18,"['actor', 'comedian', 'voice_actor', 'screenwriter']",male,jason sudeikis,48,
1.75,True,gb,7000000,1982-05-19,['actor'],female,rebecca hall,41,
1.83,True,ie,15000000,1940-10-19,"['actor', 'engineer', 'voice_actor']",male,michael gambon,83,
1.75,True,cn,2000000,1982-08-06,"['actor', 'model']",female,romola garai,41,
1.89,True,us,200000000,1978-02-07,"['model', 'actor', 'screenwriter', 'entrepreneur', 'comedian', 'television_producer', 'presenter', 'voice_actor', 'film_producer']",male,ashton kutcher,46,
1.6,True,us,32000000,1948-06-28,"['actor', 'voice_actor', 'television_director', 'film_director', 'singer', 'film_score_composer']",female,kathy bates,75,
1.71,True,us,250000000,1958-04-29,['actor'],female,michelle pfeiffer,65,
1.75,True,us,160000000,1990-08-15,"['actor', 'model', 'film_producer']",female,jennifer lawrence,33,
1.7,True,us,20000000,1992-10-12,['actor'],male,josh hutcherson,31,
1.78,True,us,28000000,1947-07-22,"['comedian', 'actor', 'screenwriter', 'film_director', 'television_director', 'voice_actor']",male,albert brooks,76,
1.83,True,us,60000000,1958-04-03,"['actor', 'television_producer', 'film_producer', 'voice_actor', 'author', 'comedian']",male,alec baldwin,65,
1.88,True,us,350000000,1968-09-25,"['actor', 'film_producer', 'record_producer', 'television_producer', 'rapper', 'screenwriter']",male,will smith,55,
1.91,True,us,13000000,1981-07-04,['american_football_player'],male,will smith (nfl),42,
1.73,True,us,300000000,1971-06-05,"['film_producer', 'actor', 'model', 'musician', 'rapper', 'television_producer', 'singer', 'film_score_composer', 'songwriter']",male,mark wahlberg,52,
1.91,True,us,160000000,1967-07-16,"['actor', 'film_producer', 'screenwriter', 'comedian', 'television_producer', 'impressionist', 'voice_actor', 'singer']",male,will ferrell,56,
1.73,True,us,4000000,1984-09-03,"['model', 'actor']",female,paz de la huerta,39,
1.64,True,us,25000000,1986-06-13,['actor'],female,kat dennings,37,
1.75,True,ca,20000000,1988-06-07,"['actor', 'musician', 'voice_actor', 'screenwriter', 'film_director', 'television_producer', 'television_director', 'film_score_composer']",male,michael cera,35,
,True,us,400000000,1929-11-28,"['entrepreneur', 'record_producer', 'songwriter', 'businessperson', 'film_producer', 'television_producer', 'musician', 'music_executive']",male,berry gordy,94,
1.8,True,ca,10000000,1956-08-12,"['actor', 'voice_actor', 'musician']",male,bruce greenwood,67,
,,,6000000,,,,david crowder,,
1.73,True,us,60000000,1982-11-12,"['actor', 'voice_actor']",female,anne hathaway,41,
1.7,True,gb,17000000,1979-04-21,"['actor', 'voice_actor']",male,james mcavoy,44,
1.6,True,us,5000000,1962-02-05,"['actor', 'voice_actor', 'film_producer', 'screenwriter']",female,jennifer jason leigh,62,
1.8,True,us,100000000,1951-03-17,"['actor', 'screenwriter', 'voice_actor', 'film_producer']",male,kurt russell,73,
1.57,True,us,25000000,1971-09-16,"['actor', 'screenwriter', 'comedian', 'television_producer', 'voice_actor', 'television_director']",female,amy poehler,52,
1.7,True,us,10000000,1972-07-27,"['actor', 'comedian', 'singer', 'voice_actor']",female,maya rudolph,51,
1.64,True,us,75000000,1970-05-18,"['writer', 'actor', 'comedian', 'voice_actor', 'screenwriter', 'television_producer', 'musician']",female,tina fey,53,
1.73,True,gb,30000000,1978-08-22,"['actor', 'presenter', 'television_producer', 'screenwriter', 'comedian', 'singer', 'songwriter', 'voice_actor']",male,james corden,45,
1.9,True,gb,8000000,1989-12-07,"['actor', 'model', 'voice_actor']",male,nicholas hoult,34,
,True,us,5000000,1962-10-02,"['singer', 'voice_actor']",male,jeff bennett,61,
1.83,True,us,25000000,1953-12-09,"['actor', 'fashion_designer', 'film_director', 'businessperson', 'voice_actor', 'film_producer', 'screenwriter']",male,john malkovich,70,
1.83,True,gb,120000000,1974-01-30,"['actor', 'voice_actor']",male,christian bale,50,
1.75,True,us,80000000,1962-08-16,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",male,steve carell,61,
1.75,True,us,90000000,1971-12-26,"['actor', 'musician', 'singer-songwriter', 'composer', 'film_producer', 'photographer', 'painter', 'businessperson', 'film_director', 'philanthropist']",male,jared leto,52,
1.88,True,us,250000000,1954-02-18,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",male,john travolta,70,
1.57,True,mx,200000000,1966-09-02,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",female,salma hayek,57,
1.88,True,gb,5000000,1957-05-10,['actor'],male,alex jennings,66,
1.87,True,gb,5000000,1949-05-24,"['actor', 'voice_actor', 'screenwriter']",male,jim broadbent,74,
,,,18000000,,,female,maggie smith,,
1.7,True,us,36000000,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",female,rachel weisz,54,
1.87,True,gb,25000000,1981-02-09,"['actor', 'voice_actor']",male,tom hiddleston,43,
1.79,True,gb,25000000,1971-03-31,"['actor', 'screenwriter', 'television_producer', 'singer', 'voice_actor']",male,ewan mcgregor,52,
1.88,True,au,180000000,1968-10-12,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'singer', 'dancer']",male,hugh jackman,55,
1.75,True,us,10000000,1979-07-23,"['singer', 'actor', 'record_producer', 'dancer', 'songwriter']",female,michelle williams (destiny's child),44,
1.63,True,us,30000000,1980-09-09,['actor'],female,michelle williams,43,
,,,3000000,,,,noah schnapp,,
1.65,True,gb,110000000,1989-07-23,['actor'],male,daniel radcliffe,34,
1.7,True,gb,17000000,1979-04-21,"['actor', 'voice_actor']",male,james mcavoy,44,
1.84,True,us,30000000,1961-07-30,"['actor', 'playwright', 'film_producer', 'film_director', 'voice_actor', 'screenwriter']",male,laurence fishburne,62,
1.8,True,us,16000000,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",male,thomas jane,55,
1.88,True,za,160000000000,1971-06-28,"['aerospace_engineer', 'engineer', 'entrepreneur', 'investor', 'designer', 'businessperson', 'inventor', 'film_producer']",male,elon musk,52,
1.83,True,us,45000000,1955-08-04,"['actor', 'musician', 'screenwriter', 'film_director', 'voice_actor', 'singer-songwriter', 'film_producer']",male,billy bob thornton,68,
1.66,True,us,90000000,1966-08-14,"['actor', 'model', 'voice_actor', 'film_producer', 'television_producer']",female,halle berry,57,
1.65,True,au,5000000,1955-04-23,['actor'],female,judy davis,68,
1.69,True,gb,65000000,1975-10-05,"['actor', 'singer', 'voice_actor']",female,kate winslet,48,
1.7,True,us,200000000,1965-11-30,"['comedian', 'actor', 'screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer', 'voice_actor']",male,ben stiller,58,
1.79,True,us,70000000,1968-11-18,"['actor', 'screenwriter', 'film_producer', 'voice_actor']",male,owen wilson,55,
1.9,True,au,130000000,1983-08-11,['actor'],male,chris hemsworth,40,
1.75,True,ie,20000000,1976-05-25,"['actor', 'musician']",male,cillian murphy,47,
1.82,True,gb,5000000,1953-10-26,['actor'],male,roger allam,70,
1.85,True,ie,7000000,1983-05-12,"['actor', 'screenwriter', 'film_director']",male,domhnall gleeson,40,
1.68,True,us,7000000,1994-04-12,['actor'],female,saoirse ronan,29,
1.74,True,au,95000000,1969-05-14,"['actor', 'film_producer', 'voice_actor']",female,cate blanchett,54,
1.6,True,us,16000000,1985-04-17,['actor'],female,rooney mara,38,
1.68,True,us,12000000,1974-12-17,['actor'],female,sarah paulson,49,
1.8,True,ca,80000000,1982-04-15,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",male,seth rogen,41,
1.66,True,se,8000000,1988-10-03,"['actor', 'dancer']",female,alicia vikander,35,
1.73,True,us,8000000,1986-04-22,"['actor', 'model']",female,amber heard,37,
1.8,True,gb,4000000,1982-01-06,"['actor', 'model', 'singer']",male,eddie redmayne,42,
1.7,True,us,25000000,1989-10-01,"['actor', 'singer-songwriter', 'musician', 'screenwriter', 'poet', 'film_director']",female,brie larson,34,
1.88,True,us,15000000,1963-09-29,"['singer', 'songwriter', 'musician', 'record_producer', 'author', 'actor', 'bassist', 'film_score_composer', 'writer', 'film_director']",male,les claypool,60,
1.78,True,in,20000000,1948-10-18,['actor'],male,om puri,75,
1.6,True,gb,10000000,1977-05-13,"['actor', 'film_director', 'voice_actor']",female,samantha morton,46,
1.96,True,us,70000000,1958-10-16,"['actor', 'musician', 'screenwriter', 'activist', 'film_director', 'film_producer', 'voice_actor']",male,tim robbins,65,
1.91,True,us,6000000,1976-04-01,"['actor', 'voice_actor', 'musician', 'guitarist']",male,troy baker,47,
1.7,True,us,750000,1986-02-06,['actor'],male,dane dehaan,38,
1.85,True,us,300000000,1963-08-03,"['singer', 'musician', 'songwriter', 'guitarist', 'record_producer', 'actor', 'film_producer']",male,james hetfield,60,
,True,us,9000000,1960-03-12,"['actor', 'model']",male,jason beghe,64,
1.83,True,ca,60000000,1953-03-10,"['screenwriter', 'film_director', 'film_producer', 'television_director', 'television_producer']",male,paul haggis,71,
1.65,True,us,50000000,1974-02-10,"['actor', 'film_director', 'film_producer', 'voice_actor']",female,elizabeth banks,50,
1.78,True,us,8000000,1955-04-06,"['actor', 'voice_actor']",male,michael rooker,68,
1.87,True,ca,18000000,1971-03-27,"['actor', 'voice_actor']",male,nathan fillion,52,
1.77,True,us,400000000,1946-07-06,"['screenwriter', 'actor', 'film_director', 'television_producer', 'film_producer', 'voice_actor']",male,sylvester stallone,77,
1.83,True,ie,2000000,1988-01-07,"['actor', 'voice_actor']",male,robert sheehan,36,
1.85,True,us,15000000,1950-04-13,"['actor', 'voice_actor', 'comedian']",male,ron perlman,73,
1.73,True,gb,50000000,1988-08-24,['actor'],male,rupert grint,35,
1.83,True,us,16000000,1968-03-12,"['actor', 'film_producer']",male,aaron eckhart,56,
,,,5000000,,,,finn wittrock,,
1.62,True,us,8000000,1972-06-19,['actor'],female,robin tunney,51,
1.73,True,us,35000000,1967-11-22,"['actor', 'film_producer', 'film_director', 'screenwriter']",male,mark ruffalo,56,
1.78,True,us,40000000,1951-09-05,"['actor', 'dancer', 'singer', 'comedian', 'voice_actor']",male,michael keaton,72,
1.63,True,ca,16000000,1978-11-17,['actor'],female,rachel mcadams,45,
1.78,True,ie,80000000,1976-05-31,"['actor', 'film_producer']",male,colin farrell,47,
1.7,True,us,36000000,1970-03-07,"['actor', 'fashion_model', 'voice_actor']",female,rachel weisz,54,
1.78,True,gb,12000000,1977-07-10,"['actor', 'film_director', 'screenwriter']",male,chiwetel ejiofor,46,
1.8,True,au,250000000,1967-06-20,"['singer', 'actor', 'film_producer']",female,nicole kidman,56,
1.8,True,us,60000000,1948-02-05,"['screenwriter', 'composer', 'musician', 'film_director', 'actor', 'comedian', 'television_producer', 'television_director', 'film_score_composer', 'film_producer']",male,christopher guest,76,
1.78,True,ca,20000000,1946-12-17,"['actor', 'television_director', 'screenwriter', 'comedian', 'musician', 'voice_actor', 'songwriter', 'film_producer', 'film_director']",male,eugene levy,77,
1.83,True,us,12000000,1947-10-17,"['comedian', 'actor', 'musician', 'screenwriter', 'film_score_composer', 'television_producer', 'singer-songwriter', 'television_director', 'voice_actor']",male,michael mckean,76,
1.83,True,us,2000000,1951-11-11,"['actor', 'musician', 'journalist', 'singer', 'voice_actor']",male,bill moseley,72,
1.78,True,us,5000000,1970-09-26,"['actor', 'fashion_designer', 'dancer', 'model']",female,sheri moon zombie,53,
1.93,False,us,1500000,1939-07-14,"['actor', 'hypnotherapist', 'drummer']",male,sid haig,80,2019-09-21
1.65,True,us,30000000,1957-06-23,"['actor', 'singer', 'voice_actor']",female,frances mcdormand,66,
1.8,True,us,8000000,1965-12-07,['actor'],male,jeffrey wright,58,
1.88,True,us,250000000,1954-02-18,"['actor', 'singer', 'dancer', 'voice_actor', 'film_producer']",male,john travolta,70,
1.65,True,us,4000000,1970-05-12,['actor'],female,samantha mathis,53,
1.8,True,us,16000000,1969-02-22,"['actor', 'film_director', 'comic_book_creator', 'voice_actor', 'writer', 'film_producer', 'screenwriter']",male,thomas jane,55,
1.79,True,us,40000000,1956-03-07,"['actor', 'voice_actor', 'television_director', 'television_producer', 'screenwriter', 'film_producer', 'film_director', 'writer']",male,bryan cranston,68,
1.7,True,us,40000000,1965-01-22,['actor'],female,diane lane,59,
1.63,True,gb,100000000,1945-07-26,"['actor', 'voice_actor', 'film_producer']",female,helen mirren,78,
1.69,True,gb,65000000,1975-10-05,"['actor', 'singer', 'voice_actor']",female,kate winslet,48,
1.83,True,de,40000000,1977-04-02,"['actor', 'film_producer', 'businessperson']",male,michael fassbender,46,
1.8,True,ca,80000000,1982-04-15,"['actor', 'film_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_director', 'television_producer']",male,seth rogen,41,
1.57,True,jp,20000000,1936-10-25,"['actor', 'voice_actor', 'singer']",female,masako nozawa,87,
1.74,True,es,50000000,1960-08-10,"['actor', 'voice_actor', 'film_producer', 'film_director', 'businessperson', 'singer', 'dancer', 'guitarist']",male,antonio banderas,63,
1.9,True,br,10000000,1975-08-22,"['actor', 'voice_actor']",male,rodrigo santoro,48,
1.73,True,us,200000000,1962-03-21,"['actor', 'voice_actor', 'film_director', 'singer']",male,matthew broderick,61,
1.65,True,us,18000000,1956-02-03,"['actor', 'writer', 'singer', 'voice_actor', 'comedian']",male,nathan lane,68,
1.78,True,ca,10000000,1977-07-28,"['actor', 'television_producer', 'film_producer', 'screenwriter']",male,allan hawco,46,
1.96,True,ca,4000000,1978-09-25,['actor'],male,rossif sutherland,45,
1.9,False,us,60000000,1964-07-20,"['singer', 'songwriter', 'singer-songwriter', 'musician', 'guitarist', 'businessperson', 'chef', 'restaurateur']",male,chris cornell,52,2017-05-17
1.75,True,us,14000000,1960-08-01,"['record_producer', 'musician', 'rapper', 'publisher', 'actor', 'author', 'film_score_composer', 'political_activist', 'film_producer', 'teacher']",male,chuck d,63,
,True,us,3000000,1994-02-01,['actor'],female,julia garner,30,
1.73,True,us,15000000,1939-09-01,"['actor', 'comedian', 'television_producer', 'film_producer', 'screenwriter', 'stand-up_comedian', 'theatrical_producer', 'writer', 'voice_actor']",female,lily tomlin,84,
1.64,True,us,16000000,1959-08-14,"['actor', 'voice_actor']",female,marcia gay harden,64,
1.91,True,us,4000000,1980-04-24,"['actor', 'film_director', 'athlete']",male,austin nichols,43,
1.78,True,us,5000000,1974-04-24,['actor'],male,derek luke,49,
1.82,True,us,8000000,1971-06-20,"['actor', 'film_producer', 'cinematographer', 'voice_actor']",male,josh lucas,52,
1.83,True,us,2000000,1971-03-16,"['actor', 'voice_actor']",male,alan tudyk,53,
,,au,3000000,1987,['actor'],female,sarah snook,,
1.85,,au,2000000,,['actor'],male,shane jacobson,,
1.77,True,gb,5000000,1978-06-02,"['actor', 'voice_actor']",male,dominic cooper,45,
1.63,True,us,125000000,1975-02-22,"['actor', 'television_producer', 'model', 'film_director', 'screenwriter', 'author', 'film_producer', 'voice_actor']",female,drew barrymore,49,
1.73,True,au,18000000,1972-11-01,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']",female,toni collette,51,
1.85,True,us,5000000,1925-02-17,"['actor', 'voice_actor', 'television_director']",male,hal holbrook,99,
1.88,True,us,4000000,1957-11-15,"['actor', 'film_producer', 'film_director', 'screenwriter', 'television_producer']",male,ray mckinnon,66,
1.78,True,us,10000000,1971-11-10,"['actor', 'film_producer']",male,walton goggins,52,
1.69,True,fr,40000000,1975-09-30,"['actor', 'singer', 'model', 'singer-songwriter']",female,marion cotillard,48,
1.83,True,de,40000000,1977-04-02,"['actor', 'film_producer', 'businessperson']",male,michael fassbender,46,
,True,au,3000000,1943-07-21,"['presenter', 'actor']",male,michael caton,80,
1.55,True,ca,12000000,1987-02-21,"['actor', 'voice_actor']",,ellen page,37,
1.6,True,us,50000000,1960-12-03,"['actor', 'author', 'film_producer', 'television_producer', 'theatrical_producer', ""children's_book_author""]",female,julianne moore,63,
1.75,True,us,80000000,1962-08-16,"['comedian', 'film_producer', 'actor', 'television_producer', 'voice_actor', 'screenwriter', 'television_director']",male,steve carell,61,
1.93,True,us,145000000,1952-06-07,"['actor', 'voice_actor']",male,liam neeson,71,
1.57,True,mx,200000000,1966-09-02,"['actor', 'singer', 'television_producer', 'film_producer', 'film_director', 'voice_actor', 'social_activist', 'model', 'spokesperson', 'businessperson']",female,salma hayek,57,
1.75,True,us,12000000,1980-10-29,"['actor', 'film_producer']",male,ben foster,43,
1.91,True,ie,6000000,1979-10-09,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_director']",male,chris o'dowd,44,
1.8,True,fr,10000000,1973-04-10,"['actor', 'film_director', 'screenwriter', 'film_producer', 'entrepreneur']",male,guillaume canet,50,
1.7,True,gb,80000000,1985-03-26,"['actor', 'model', 'voice_actor']",female,keira knightley,38,
1.7,True,gb,16000000,1985-05-28,"['actor', 'singer']",female,carey mulligan,38,
1.57,True,gb,60000000,1966-05-26,"['actor', 'singer', 'voice_actor']",female,helena bonham carter,57,
1.78,True,us,50000000,1951-07-08,"['actor', 'model', 'voice_actor', 'film_director', 'film_producer']",female,anjelica huston,72,
1.93,True,us,375000000,1930-05-31,"['actor', 'film_director', 'film_producer', 'politician', 'composer', 'pianist', 'film_score_composer', 'television_producer', 'businessperson', 'investor']",male,clint eastwood,93,
1.91,True,us,45000000,1955-02-19,"['actor', 'musician', 'playwright', 'film_director', 'screenwriter', 'songwriter']",male,jeff daniels,69,
1.68,True,gb,4000000,1987-02-09,['actor'],female,rose leslie,37,
1.82,True,us,225000000,1967-07-18,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",male,vin diesel,56,
1.81,True,ie,5000000,1972-08-06,['actor'],male,jason o'mara,51,
1.76,True,au,12000000,1982-07-30,"['actor', 'voice_actor']",female,yvonne strahovski,41,
1.78,True,us,8000000,1978-09-23,"['actor', 'entrepreneur']",male,anthony mackie,45,
1.83,True,us,45000000,1955-08-04,"['actor', 'musician', 'screenwriter', 'film_director', 'voice_actor', 'singer-songwriter', 'film_producer']",male,billy bob thornton,68,
1.71,True,us,200000000,1964-07-26,"['film_producer', 'actor', 'television_producer', 'entrepreneur', 'voice_actor']",female,sandra bullock,59,
1.83,True,gb,40000000,1976-07-19,"['actor', 'voice_actor']",male,benedict cumberbatch,47,
1.78,True,us,150000000,1963-06-09,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']",male,johnny depp,60,
,,,4000000,,,,brit marling,,
1.7,True,us,10000000,1996-12-11,['actor'],female,hailee steinfeld,27,
1.78,True,au,30000000,1976-08-02,"['actor', 'film_producer']",male,sam worthington,47,
1.79,True,us,13000000,1983-08-20,['actor'],male,andrew garfield,40,
1.9,True,us,8000000,1974-08-07,"['actor', 'musician']",male,michael shannon,49,
1.84,True,us,8000000,1972-01-22,"['actor', 'television_producer']",male,gabriel macht,52,
1.71,True,us,20000000,1974-12-17,"['actor', 'voice_actor', 'film_producer']",male,giovanni ribisi,49,
1.83,True,us,50000000,1971-09-21,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']",male,luke wilson,52,
1.65,True,us,40000000,1974-03-24,['actor'],female,alyson hannigan,49,
1.78,True,us,18000000,1978-05-12,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'musician']",male,jason biggs,45,
1.8,True,us,25000000,1976-10-03,"['actor', 'comedian', 'film_producer', 'voice_actor']",male,seann william scott,47,
1.78,True,us,18000000,1978-05-12,"['actor', 'television_producer', 'voice_actor', 'film_producer', 'musician']",male,jason biggs,45,
1.8,True,us,25000000,1976-10-03,"['actor', 'comedian', 'film_producer', 'voice_actor']",male,seann william scott,47,
1.73,True,gb,10000000,1960-01-18,"['actor', 'theatre_director', 'playwright']",male,mark rylance,64,
1.83,True,us,400000000,1956-07-09,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']",male,tom hanks,67,
1.85,True,pr,45000000,1967-02-19,"['actor', 'film_producer', 'film_director']",male,benicio del toro,57,
1.7,True,us,20000000,1992-10-12,['actor'],male,josh hutcherson,31,
1.71,True,us,20000000,1974-12-17,"['actor', 'voice_actor', 'film_producer']",male,giovanni ribisi,49,
1.57,True,us,6000000,1970-10-30,"['actor', 'music_video_director', 'dancer', 'voice_actor']",female,nia long,53,
1.82,True,us,225000000,1967-07-18,"['actor', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']",male,vin diesel,56,
1.73,True,gb,30000000,1978-08-22,"['actor', 'presenter', 'television_producer', 'screenwriter', 'comedian', 'singer', 'songwriter', 'voice_actor']",male,james corden,45,
1.8,True,gb,12000000,1963-06-06,"['actor', 'television_producer', 'voice_actor']",male,jason isaacs,60,
1.88,True,us,500000,1989-02-05,['actor'],male,jeremy sumpter,35,
1.7,True,de,30000000,1956-10-04,['actor'],male,christoph waltz,67,
1.78,True,gb,160000000,1968-03-02,"['actor', 'voice_actor']",male,daniel craig,56,
1.55,True,au,8000000,1988-12-07,"['actor', 'model', 'singer']",female,emily browning,35,
,,,6000000,,,,taron egerton,,
1.75,True,gb,45000000,1977-09-15,['actor'],male,tom hardy,46,
1.74,True,au,95000000,1969-05-14,"['actor', 'film_producer', 'voice_actor']",female,cate blanchett,54,
1.83,True,us,30000000,1954-04-09,"['actor', 'musician', 'television_producer', 'voice_actor']",male,dennis quaid,69,
1.79,True,us,200000000,1937-08-18,"['actor', 'film_producer', 'film_director', 'businessperson', 'television_producer', 'activist', 'environmentalist', 'philanthropist']",male,robert redford,86,
1.63,True,us,200000000,1979-07-06,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']",male,kevin hart,44,
1.63,True,us,16000000,1971-05-30,"['singer', 'actor', 'songwriter', 'voice_actor']",female,idina menzel,52,
1.55,True,us,40000000,1980-07-18,"['actor', 'voice_actor', 'singer', 'film_producer']",female,kristen bell,43,
1.96,True,gb,8000000,1988-09-26,"['record_producer', 'singer-songwriter', 'musician']",male,james blake,35,
1.85,True,us,8000000,1979-12-28,['tennis_player'],male,james blake,44,
1.7,True,us,750000,1986-02-06,['actor'],male,dane dehaan,38,
1.85,True,gb,100000000,1986-05-13,"['model', 'musician', 'actor', 'film_producer']",male,robert pattinson,37,
1.73,True,us,3000000,1996-12-29,"['actor', 'musician', 'singer']",male,dylan minnette,27,
1.68,True,us,50000000,1969-08-28,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']",male,jack black,54,
,,,500000,,['actor'],male,josh wiggins,,
1.83,True,us,20000000,1960-06-17,"['actor', 'radio_personality', 'screenwriter', 'voice_actor', 'film_director', 'film_producer']",male,thomas haden church,63,
1.73,True,us,20000000,1979-08-27,"['actor', 'voice_actor']",male,aaron paul,44,
1.61,True,us,12000000,1985-12-03,"['actor', 'singer', 'model']",female,amanda seyfried,38,
1.82,True,nz,100000000,1964-04-07,"['actor', 'singer', 'musician', 'film_producer', 'film_director']",male,russell crowe,59,
1.78,True,gb,2000000,1976-06-17,"['actor', 'martial_artist', 'stunt_performer']",male,scott adkins,47,
1.85,True,us,16000000,1973-04-14,"['actor', 'film_producer', 'voice_actor']",male,adrien brody,50,
1.74,True,hk,400000000,1954-04-07,"['actor', 'film_producer', 'film_director', 'stunt_performer', 'screenwriter', 'martial_artist', 'singer', 'television_producer', 'entrepreneur', 'comedian']",male,jackie chan,69,
1.87,True,us,50000000,1966-06-28,"['actor', 'film_producer', 'screenwriter', 'voice_actor']",male,john cusack,57,
1.8,True,us,100000000,1964-03-17,"['actor', 'television_producer']",male,rob lowe,60,
1.66,True,gb,6000000,1982-02-06,['actor'],female,alice eve,42,
1.84,True,us,80000000,1981-06-13,"['actor', 'voice_actor', 'film_director', 'film_producer']",male,chris evans,42,
1.88,True,gb,120000000,1966-04-01,"['television_producer', 'radio_producer', 'radio_personality', 'businessperson', 'presenter', 'actor', 'voice_actor']",male,chris evans,57,
1.88,True,us,30000000,1964-12-18,"['wrestler', 'actor', 'film_producer', 'television_producer']",male,steve austin,59,
1.88,True,gb,10000000,1965-01-05,"['actor', 'football_player', 'singer']",male,vinnie jones,59,
1.75,True,us,3000000,1972-06-28,['actor'],male,alessandro nivola,51,
1.75,True,mx,8000000,1978-01-14,"['actor', 'musician']",male,kuno becker,46,
1.73,True,au,8000000,1982-08-07,"['actor', 'model', 'voice_actor']",female,abbie cornish,41,
1.74,True,us,160000000,1937-12-31,"['actor', 'film_score_composer', 'musician', 'film_director']",male,anthony hopkins,86,
1.88,True,us,10000000,1966-07-22,['actor'],male,jeffrey dean morgan,57,
,,,3000000,,,,corey hawkins,,
1.88,True,us,40000000,1962-07-19,"['actor', 'film_producer', 'television_director']",male,anthony edwards,61,
1.83,True,us,30000000,1966-07-07,"['actor', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'film_producer', 'writer', 'author']",male,jim gaffigan,57,
1.57,True,us,25000000,1991-02-10,"['singer', 'actor', 'model', 'voice_actor']",female,emma roberts,33,
1.8,True,us,10000000,1952-09-16,"['actor', 'professional_boxer', 'screenwriter']",male,mickey rourke,71,
1.85,True,us,3000000,1994-12-17,"['actor', 'musician', 'singer-songwriter', 'guitarist', 'keyboard_player', 'composer', 'film_score_composer']",male,nat wolff,29,
1.7,True,us,10000000,1971-02-25,"['actor', 'voice_actor', 'film_director', 'television_director', 'film_producer', 'screenwriter']",male,sean astin,53,
1.73,True,us,60000000,1982-11-12,"['actor', 'voice_actor']",female,anne hathaway,41,
1.73,True,us,40000000,1954-02-17,"['actor', 'model']",female,rene russo,70,
1.77,True,us,500000000,1943-08-17,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']",male,robert de niro,80,
1.7,True,gb,15000000,1946-02-05,"['actor', 'model']",female,charlotte rampling,78,
1.73,True,gb,60000000,1943-12-31,"['actor', 'voice_actor']",male,ben kingsley,80,
1.85,True,us,100000000,1975-01-05,"['actor', 'film_producer']",male,bradley cooper,49,
1.76,True,de,4000000,1978-06-16,['actor'],male,daniel bruhl,45,
1.65,True,us,18000000,1981-12-28,"['actor', 'model', 'fashion_designer']",female,sienna miller,42,
1.94,True,se,12000000,1976-08-25,"['actor', 'film_director']",male,alexander skarsgard,47,
1.65,True,us,25000000,1973-08-22,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",female,kristen wiig,50,
1.68,True,us,30000000,1988-11-06,"['actor', 'voice_actor', 'model']",female,emma stone,35,
1.91,True,us,45000000,1955-02-19,"['actor', 'musician', 'playwright', 'film_director', 'screenwriter', 'songwriter']",male,jeff daniels,69,
1.88,True,ca,150000000,1976-10-23,"['actor', 'voice_actor', 'film_producer']",male,ryan reynolds,47,
1.63,True,us,40000000,1977-03-24,"['actor', 'film_producer']",female,jessica chastain,46,
1.65,True,us,25000000,1973-08-22,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']",female,kristen wiig,50,
1.78,True,us,170000000,1970-10-08,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']",male,matt damon,53,
1.68,True,us,30000000,1988-11-06,"['actor', 'voice_actor', 'model']",female,emma stone,35,
1.73,True,us,50000000,1974-10-28,"['actor', 'film_producer', 'television_producer', 'musician', 'music_video_director', 'social_activist']",male,joaquin phoenix,49,
1.64,True,us,10000000,1968-11-08,"['actor', 'singer']",female,parker posey,55,
