name,gender,birthday,actorID,age,height,death,nationality,net_worth,is_alive,id,occupation
nadine velazquez,female,1978-11-20,10782,45.0,1.64,,us,3000000,True,1116,"['actor', 'fashion_model']"
james mcavoy,male,1979-04-21,10783,44.0,1.7,,gb,17000000,True,1117,"['actor', 'voice_actor']"
shia labeouf,male,1986-06-11,10784,37.0,1.76,,us,25000000,True,1119,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
the rock dwayne johnson,male,1972-05-02,10785,51.0,1.96,,us,320000000,True,1120,"['wrestler', 'american_football_player', 'actor', 'television_producer', 'author', 'athlete', 'film_producer', 'voice_actor']"
james marsden,male,1973-09-18,10786,50.0,1.78,,us,8000000,True,1121,"['actor', 'singer', 'model', 'voice_actor']"
ryan reynolds,male,1976-10-23,10787,47.0,1.88,,ca,150000000,True,1122,"['actor', 'voice_actor', 'film_producer']"
saoirse ronan,female,1994-04-12,10788,29.0,1.68,,us,7000000,True,1123,['actor']
kristen bell,female,1980-07-18,10789,43.0,1.55,,us,40000000,True,1126,"['actor', 'voice_actor', 'singer', 'film_producer']"
matthew fox,male,1966-07-14,10790,57.0,1.88,,us,20000000,True,1127,"['model', 'actor']"
tom cruise,male,1962-07-03,10791,61.0,1.7,,us,600000000,True,1128,"['actor', 'film_producer', 'screenwriter', 'television_director']"
tim matheson,male,1947-12-31,10792,76.0,1.88,,us,7000000,True,1129,"['actor', 'television_producer', 'television_director', 'film_producer', 'film_director', 'voice_actor']"
richard roxburgh,male,1962-01-23,10793,62.0,1.8,,au,5000000,True,1130,"['actor', 'television_producer', 'screenwriter', 'voice_actor']"
tom cruise,male,1962-07-03,10794,61.0,1.7,,us,600000000,True,1131,"['actor', 'film_producer', 'screenwriter', 'television_director']"
mads mikkelsen,male,1965-11-22,10795,58.0,1.83,,dk,14000000,True,1132,"['actor', 'dancer', 'gymnast', 'voice_actor']"
luke wilson,male,1971-09-21,10796,52.0,1.83,,us,50000000,True,1133,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']"
natalie portman,female,1981-06-09,10797,42.0,1.6,,il,90000000,True,1134,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']"
kirsten dunst,female,1982-04-30,10798,41.0,1.7,,us,25000000,True,1136,"['actor', 'singer', 'model', 'voice_actor']"
vera farmiga,female,1973-08-06,10799,50.0,1.65,,us,10000000,True,1137,"['actor', 'film_director']"
diane lane,female,1965-01-22,10800,59.0,1.7,,us,40000000,True,1139,['actor']
michael sheen,male,1969-02-05,10801,55.0,1.75,,gb,16000000,True,1140,"['actor', 'voice_actor', 'television_producer']"
rosario dawson,female,1979-05-09,10802,44.0,1.7,,us,8000000,True,1141,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']"
morgan freeman,male,1937-06-01,10803,86.0,1.88,,us,250000000,True,1142,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
liam neeson,male,1952-06-07,10804,71.0,1.93,,us,145000000,True,1143,"['actor', 'voice_actor']"
olivia thirlby,female,1986-10-06,10805,37.0,1.63,,us,2000000,True,1144,"['actor', 'voice_actor']"
terence stamp,male,1938-07-22,10806,85.0,1.83,,gb,10000000,True,1145,"['actor', 'writer']"
richard gere,male,1949-08-31,10807,74.0,1.8,,us,120000000,True,1146,"['actor', 'film_producer', 'pianist', 'musician', 'composer']"
scott adkins,male,1976-06-17,10808,47.0,1.78,,gb,2000000,True,1147,"['actor', 'martial_artist', 'stunt_performer']"
rhona mitra,female,1976-08-09,10809,47.0,1.68,,gb,10000000,True,1148,"['actor', 'model', 'singer', 'songwriter']"
scott speedman,male,1975-09-01,10810,48.0,1.8,,ca,3000000,True,1149,['actor']
michael ealy,male,1973-08-03,10811,50.0,1.77,,us,3000000,True,1150,['actor']
scott speedman,male,1975-09-01,10812,48.0,1.8,,ca,3000000,True,1151,['actor']
raoul bova,male,1971-08-14,10813,52.0,1.81,,it,5000000,True,1152,"['actor', 'film_producer', 'television_producer']"
scarlett johansson,female,1984-11-22,10814,39.0,1.6,,us,165000000,True,1153,"['actor', 'singer', 'model', 'voice_actor']"
fatboy slim,male,1963-07-31,10815,60.0,1.84,,gb,30000000,True,1154,"['keyboard_player', 'disc_jockey', 'musician', 'record_producer', 'rapper', 'actor']"
miyavi,male,1981-09-14,10816,42.0,1.85,,jp,8000000,True,1156,"['musician', 'guitarist', 'actor', 'record_producer', 'dancer', 'singer-songwriter', 'music_arranger', 'film_score_composer']"
robin wright,female,1966-04-08,10817,57.0,1.68,,us,65000000,True,1157,"['actor', 'model', 'spokesperson', 'businessperson', 'singer', 'film_producer']"
matthew mcconaughey,male,1969-11-04,10818,54.0,1.82,,us,140000000,True,1158,"['actor', 'voice_actor', 'film_producer', 'film_director', 'television_producer']"
miles teller,male,1987-02-20,10819,37.0,1.83,,us,10000000,True,1160,['actor']
rene russo,female,1954-02-17,10820,70.0,1.73,,us,40000000,True,1161,"['actor', 'model']"
penelope cruz,female,1974-04-28,10821,49.0,1.68,,es,75000000,True,1162,"['actor', 'businessperson', 'model', 'singer', 'designer', 'film_producer']"
winona ryder,female,1971-10-29,10822,52.0,1.61,,us,18000000,True,1163,"['actor', 'voice_actor', 'film_producer']"
ryan reynolds,male,1976-10-23,10823,47.0,1.88,,ca,150000000,True,1164,"['actor', 'voice_actor', 'film_producer']"
tyler labine,male,1978-04-29,10824,45.0,1.82,,ca,2000000,True,1165,['actor']
jonah hill,male,1983-12-20,10825,40.0,1.7,,us,50000000,True,1167,"['actor', 'comedian', 'film_producer', 'screenwriter', 'voice_actor', 'writer']"
matt damon,male,1970-10-08,10826,53.0,1.78,,us,170000000,True,1168,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'voice_actor', 'spokesperson']"
orlando bloom,male,1977-01-13,10827,47.0,1.8,,gb,40000000,True,1169,['actor']
john goodman,male,1952-06-20,10828,71.0,1.88,,us,65000000,True,1170,"['actor', 'voice_actor', 'television_producer', 'comedian']"
jack black,male,1969-08-28,10829,54.0,1.68,,us,50000000,True,1171,"['actor', 'film_producer', 'television_producer', 'screenwriter', 'comedian', 'voice_actor', 'musician', 'record_producer', 'presenter', 'writer']"
jeff bridges,male,1949-12-04,10830,74.0,1.85,,us,100000000,True,1172,"['actor', 'singer', 'film_producer', 'composer', 'musician', 'spokesperson', 'voice_actor']"
riz ahmed,male,1982-12-01,10831,41.0,1.72,,gb,3000000,True,1173,"['actor', 'rapper']"
britt robertson,female,1990-04-18,10832,33.0,1.59,,us,3000000,True,1174,['actor']
dylan baker,male,1959-10-07,10833,64.0,1.83,,us,3000000,True,1175,['actor']
melissa george,female,1976-08-06,10834,47.0,1.71,,au,5000000,True,1176,['actor']
emma thompson,female,1959-04-15,10835,64.0,1.71,,gb,50000000,True,1177,"['actor', 'comedian', 'screenwriter', 'author', 'voice_actor', 'film_producer']"
woody harrelson,male,1961-07-23,10836,62.0,1.78,,us,70000000,True,1178,"['actor', 'businessperson', 'television_producer']"
robert knepper,male,1959-07-08,10837,64.0,1.77,,us,2000000,True,1179,['actor']
jason statham,male,1967-07-26,10838,56.0,1.78,,gb,90000000,True,1180,"['actor', 'model', 'martial_artist', 'film_producer', 'voice_actor', 'diver']"
shia labeouf,male,1986-06-11,10839,37.0,1.76,,us,25000000,True,1181,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
tyrese gibson,male,1978-12-30,10840,45.0,1.8,,us,3000000,True,1182,"['singer', 'rapper', 'actor', 'author', 'vj', 'model', 'screenwriter', 'film_producer', 'television_producer', 'songwriter']"
shia labeouf,male,1986-06-11,10841,37.0,1.76,,us,25000000,True,1183,"['actor', 'film_director', 'comedian', 'voice_actor', 'screenwriter', 'film_producer']"
rebecca hall,female,1982-05-19,10842,41.0,1.75,,gb,7000000,True,1184,['actor']
guy pearce,male,1967-10-05,10843,56.0,1.8,,au,20000000,True,1185,"['actor', 'musician']"
scott glenn,male,1941-01-26,10844,83.0,1.83,,us,4000000,True,1186,"['actor', 'soldier']"
michael douglas,male,1944-09-25,10845,79.0,1.78,,us,350000000,True,1187,"['actor', 'voice_actor', 'film_producer']"
mia wasikowska,female,1989-10-14,10846,34.0,1.62,,au,8000000,True,1188,"['actor', 'voice_actor']"
tom hanks,male,1956-07-09,10847,67.0,1.83,,us,400000000,True,1190,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']"
eddie murphy,male,1961-04-03,10848,62.0,1.75,,us,200000000,True,1191,"['actor', 'singer', 'musician', 'television_producer', 'screenwriter', 'voice_actor', 'film_producer', 'film_director', 'stand-up_comedian', 'comedian']"
colin farrell,male,1976-05-31,10849,47.0,1.78,,ie,80000000,True,1193,"['actor', 'film_producer']"
rosario dawson,female,1979-05-09,10850,44.0,1.7,,us,8000000,True,1194,"['actor', 'singer', 'writer', 'voice_actor', 'film_producer']"
mark hamill,male,1951-09-25,10851,72.0,1.75,,us,18000000,True,1196,"['actor', 'voice_actor', 'film_producer', 'writer', 'film_director', 'television_producer']"
patrick stewart,male,1940-07-13,10852,83.0,1.78,,gb,70000000,True,1197,"['actor', 'voice_actor', 'journalist', 'television_director', 'film_producer']"
gary oldman,male,1958-03-21,10853,66.0,1.74,,gb,40000000,True,1198,"['actor', 'musician', 'film_producer', 'film_director', 'screenwriter', 'voice_actor']"
mae whitman,female,1988-06-09,10854,35.0,1.55,,us,1000000,True,1199,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']"
mae whitman,female,1988-06-09,10855,35.0,1.55,,us,1000000,True,1200,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']"
mae whitman,female,1988-06-09,10856,35.0,1.55,,us,1000000,True,1201,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']"
mae whitman,female,1988-06-09,10857,35.0,1.55,,us,1000000,True,1202,"['actor', 'voice_actor', 'singer', 'voice_acting_in_japan']"
sam huntington,male,1982-04-01,10858,41.0,1.78,,us,2000000,True,1206,['actor']
joe absolom,male,1978-12-16,10859,45.0,1.7,,gb,2000000,True,1208,['actor']
natalie portman,female,1981-06-09,10860,42.0,1.6,,il,90000000,True,1209,"['actor', 'model', 'film_producer', 'film_director', 'screenwriter']"
chris hemsworth,male,1983-08-11,10861,40.0,1.9,,au,130000000,True,1210,['actor']
sean penn,male,1960-08-17,10862,63.0,1.73,,us,70000000,True,1211,"['actor', 'film_director', 'film_producer', 'screenwriter', 'politician']"
reese witherspoon,female,1976-03-22,10863,47.0,1.56,,us,200000000,True,1212,"['actor', 'film_producer', 'businessperson', 'voice_actor']"
tina fey,female,1970-05-18,10864,53.0,1.64,,us,75000000,True,1213,"['writer', 'actor', 'comedian', 'voice_actor', 'screenwriter', 'television_producer', 'musician']"
jonah hill,male,1983-12-20,10865,40.0,1.7,,us,50000000,True,1214,"['actor', 'comedian', 'film_producer', 'screenwriter', 'voice_actor', 'writer']"
thomas turgoose,male,1992-02-11,10866,32.0,,,gb,500000,True,1215,['actor']
paul rudd,male,1969-04-06,10867,54.0,1.78,,us,70000000,True,1216,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']"
mila kunis,female,1983-08-14,10868,40.0,1.63,,ua,75000000,True,1217,"['actor', 'voice_actor', 'model']"
gabrielle union,female,1972-10-29,10869,51.0,1.7,,us,40000000,True,1218,"['actor', 'model', 'advocate', 'voice_actor']"
paul dano,male,1984-06-19,10870,39.0,1.8,,us,10000000,True,1221,"['actor', 'musician', 'film_producer']"
melanie thierry,female,1981-07-17,10871,42.0,1.6,,fr,8000000,True,1222,"['actor', 'model']"
mickey rourke,male,1952-09-16,10872,71.0,1.8,,us,10000000,True,1223,"['actor', 'professional_boxer', 'screenwriter']"
simon pegg,male,1970-02-14,10873,54.0,1.78,,gb,25000000,True,1224,"['actor', 'screenwriter', 'comedian', 'film_producer', 'film_director', 'singer', 'voice_actor', 'writer']"
olivia wilde,female,1984-03-10,10874,40.0,1.71,,us,20000000,True,1225,"['actor', 'film_producer', 'model', 'writer', 'film_director']"
janet mcteer,female,1961-08-05,10875,62.0,1.85,,gb,4000000,True,1226,['actor']
margot robbie,female,1990-07-02,10876,33.0,1.68,,au,26000000,True,1229,['actor']
vanessa redgrave,female,1937-01-30,10877,87.0,1.8,,gb,20000000,True,1230,"['actor', 'voice_actor', 'activist', 'film_producer']"
kevin hart,male,1979-07-06,10878,44.0,1.63,,us,200000000,True,1232,"['actor', 'comedian', 'screenwriter', 'television_producer', 'film_producer']"
nicolas cage,male,1964-01-07,10879,60.0,1.83,,us,25000000,True,1233,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
toni collette,female,1972-11-01,10880,51.0,1.73,,au,18000000,True,1234,"['actor', 'musician', 'singer', 'television_producer', 'film_producer', 'voice_actor']"
jim sturgess,male,1978-05-16,10881,45.0,1.84,,gb,4000000,True,1235,"['actor', 'singer-songwriter', 'voice_actor']"
emily watson,female,1967-01-14,10882,57.0,1.73,,gb,10000000,True,1237,"['actor', 'voice_actor']"
russell crowe,male,1964-04-07,10883,59.0,1.82,,nz,100000000,True,1238,"['actor', 'singer', 'musician', 'film_producer', 'film_director']"
kate bosworth,female,1983-01-02,10884,41.0,1.65,,us,24000000,True,1239,"['actor', 'model', 'singer']"
olivia thirlby,female,1986-10-06,10885,37.0,1.63,,us,2000000,True,1240,"['actor', 'voice_actor']"
rachel mcadams,female,1978-11-17,10886,45.0,1.63,,ca,16000000,True,1241,['actor']
ryan reynolds,male,1976-10-23,10887,47.0,1.88,,ca,150000000,True,1242,"['actor', 'voice_actor', 'film_producer']"
ryan gosling,male,1980-11-12,10888,43.0,1.84,,ca,70000000,True,1243,"['actor', 'musician', 'restaurateur', 'film_director', 'screenwriter', 'film_producer', 'activist']"
emily browning,female,1988-12-07,10889,35.0,1.55,,au,8000000,True,1244,"['actor', 'model', 'singer']"
katherine heigl,female,1978-11-24,10890,45.0,1.75,,us,30000000,True,1245,"['actor', 'film_producer', 'model', 'television_producer']"
viggo mortensen,male,1958-10-20,10891,65.0,1.8,,us,40000000,True,1246,"['actor', 'poet', 'musician', 'photographer', 'painter', 'singer', 'author']"
kaya scodelario,female,1992-03-13,10892,32.0,1.68,,gb,1000000,True,1247,"['actor', 'model']"
steve coogan,male,1965-10-14,10893,58.0,1.79,,gb,25000000,True,1249,"['actor', 'television_producer', 'screenwriter', 'film_producer', 'comedian', 'impressionist', 'voice_actor']"
nick nolte,male,1941-02-08,10894,83.0,1.85,,us,75000000,True,1250,"['actor', 'comedian', 'voice_actor', 'model']"
sean penn,male,1960-08-17,10895,63.0,1.73,,us,70000000,True,1251,"['actor', 'film_director', 'film_producer', 'screenwriter', 'politician']"
rebecca hall,female,1982-05-19,10896,41.0,1.75,,gb,7000000,True,1253,['actor']
tom hanks,male,1956-07-09,10897,67.0,1.83,,us,400000000,True,1256,"['film_producer', 'screenwriter', 'television_producer', 'television_director', 'actor', 'voice_actor', 'film_director', 'motivational_speaker']"
matthew broderick,male,1962-03-21,10898,62.0,1.73,,us,200000000,True,1257,"['actor', 'voice_actor', 'film_director', 'singer']"
luis guzman,male,1956-08-28,10899,67.0,1.71,,us,12000000,True,1258,"['actor', 'social_worker', 'voice_actor', 'film_producer']"
patrick wilson,male,1973-07-03,10900,50.0,1.85,,us,7000000,True,1260,"['actor', 'singer', 'film_producer']"
ray winstone,male,1957-02-19,10901,67.0,1.78,,gb,5000000,True,1261,"['actor', 'voice_actor', 'film_producer', 'television_producer']"
tommy lee jones,male,1946-09-15,10902,77.0,1.83,,us,90000000,True,1262,"['film_director', 'actor', 'film_producer', 'screenwriter', 'voice_actor']"
morgan freeman,male,1937-06-01,10903,86.0,1.88,,us,250000000,True,1263,"['actor', 'film_producer', 'television_producer', 'voice_actor', 'presenter', 'film_director', 'businessperson']"
scott speedman,male,1975-09-01,10904,48.0,1.8,,ca,3000000,True,1264,['actor']
tom kenny,male,1962-07-13,10905,61.0,,,us,16000000,True,1265,"['singer', 'comedian', 'voice_actor', 'actor', 'screenwriter']"
nicolas cage,male,1964-01-07,10906,60.0,1.83,,us,25000000,True,1266,"['actor', 'film_producer', 'voice_actor', 'television_producer']"
justin timberlake,male,1981-01-31,10907,43.0,1.82,,us,250000000,True,1267,"['actor', 'record_producer', 'musician', 'businessperson', 'dancer', 'singer', 'television_producer', 'singer-songwriter', 'film_producer', 'voice_actor']"
luke wilson,male,1971-09-21,10908,52.0,1.83,,us,50000000,True,1269,"['actor', 'film_director', 'comedian', 'screenwriter', 'film_producer']"
peter sarsgaard,male,1971-03-07,10909,53.0,1.83,,us,20000000,True,1270,['actor']
olivia cooke,female,1993-12-27,10910,30.0,,,gb,2000000,True,1271,['actor']
bridgit mendler,female,1992-12-18,10911,31.0,1.68,,us,2000000,True,1273,"['actor', 'musician', 'singer-songwriter', 'voice_actor', 'record_producer']"
kristen wiig,female,1973-08-22,10912,50.0,1.65,,us,25000000,True,1274,"['actor', 'comedian', 'screenwriter', 'film_producer', 'voice_actor', 'writer']"
maggie smith,female,,10913,,,,,18000000,,1275,
robert de niro,male,1943-08-17,10914,80.0,1.77,,us,500000000,True,1277,"['actor', 'film_producer', 'film_director', 'voice_actor', 'television_producer']"
mads mikkelsen,male,1965-11-22,10915,58.0,1.83,,dk,14000000,True,1279,"['actor', 'dancer', 'gymnast', 'voice_actor']"
seann william scott,male,1976-10-03,10916,47.0,1.8,,us,25000000,True,1280,"['actor', 'comedian', 'film_producer', 'voice_actor']"
johnny depp,male,1963-06-09,10917,60.0,1.78,,us,150000000,True,1281,"['actor', 'film_producer', 'musician', 'film_director', 'screenwriter', 'voice_actor', 'restaurateur', 'winemaker']"
gwyneth paltrow,female,1972-09-27,10918,51.0,1.75,,us,150000000,True,1282,"['singer', 'actor', 'model', 'businessperson', 'writer', 'comedian', 'author']"
robert pattinson,male,1986-05-13,10919,37.0,1.85,,gb,100000000,True,1283,"['model', 'musician', 'actor', 'film_producer']"
rainn wilson,male,1966-01-20,10920,58.0,1.89,,us,14000000,True,1284,"['actor', 'comedian', 'screenwriter', 'film_director', 'writer', 'film_producer', 'television_director', 'art_collector', 'television_producer', 'voice_actor']"
viggo mortensen,male,1958-10-20,10921,65.0,1.8,,us,40000000,True,1285,"['actor', 'poet', 'musician', 'photographer', 'painter', 'singer', 'author']"
